CORating,state,nextJobTwo,title,WLBRating,SLRating,id,CaVRating,company,city,nextJobOne,CaBRating,numJobs,jobId
3.5,AZ,,Supply Line Management,3.6,2.9,2450,3.6,Intel,Tempe,,3.9,6,1412454
3.5,AZ,,Supply Chain Analyst Intern,3.6,2.9,2451,3.6,Intel,Tempe,,3.9,6,133337
3.5,AZ,software engineer,Engineering Intern,3.6,2.9,2452,3.6,Intel,Tempe,undergraduate researcher,3.9,6,49655
3.5,AZ,,Product Safety Regulatory Engineer,3.6,2.9,2453,3.6,Intel,Tempe,,3.9,5,259366
3.5,AZ,lab technician,Manufacturing Technician,3.6,2.9,2454,3.6,Intel,Tempe,machine operator,3.9,5,57457
3.5,AZ,,Enterprise Architect,3.6,2.9,2455,3.6,Intel,Tempe,director,3.9,5,49344
3.5,AZ,,Automation Tech,3.6,2.9,2456,3.6,Intel,Tempe,,3.9,5,123154
3.5,AZ,corporate recruiter,Contract Recruiter,3.6,2.9,2457,3.6,Intel,Tempe,contract it recruiter,3.9,5,1070
3.5,AZ,,Process TD Engineer,3.6,2.9,2458,3.6,Intel,Tempe,,3.9,5,118402
3.5,AZ,,Packaging R&amp;D Intern,3.6,2.9,2459,3.6,Intel,Tempe,,3.9,4,610965
3.5,AZ,,Field Applications Engineer,3.6,2.9,2460,3.6,Intel,Tempe,,3.9,4,32284
3.5,AZ,,Supply Chain Systems Analyst,3.6,2.9,2461,3.6,Intel,Tempe,,3.9,4,116738
3.5,AZ,,Social Networking and Digital Experience Technical Sales Specialist,3.6,2.9,2462,3.6,Intel,Tempe,,3.9,4,724993
3.5,AZ,contractor,Instructional Designer,3.6,2.9,2463,3.6,Intel,Tempe,instructional design consultant,3.9,4,29284
3.5,AZ,,Component Design Engineer Intern,3.6,2.9,2464,3.6,Intel,Tempe,,3.9,4,273769
3.5,AZ,,Factory Automation Engineer,3.6,2.9,2465,3.6,Intel,Tempe,,3.9,4,103643
3.5,AZ,manager,Product Development Engineer,3.6,2.9,2466,3.6,Intel,Tempe,senior engineer,3.9,4,37274
3.5,AZ,,Package Design Engineer,3.6,2.9,2467,3.6,Intel,Tempe,,3.9,4,73591
3.5,AZ,,Undergraduate Technical Intern,3.6,2.9,2468,3.6,Intel,Tempe,,3.9,4,15497
3.5,AZ,,Non-Technical Intern,3.6,2.9,2469,3.6,Intel,Tempe,,3.9,4,189942
3.5,AZ,,Performance Analysis Intern,3.6,2.9,2470,3.6,Intel,Tempe,,3.9,4,212965
3.5,AZ,database systems programmer,Applications Developer,3.6,2.9,2471,3.6,Intel,Tempe,senior systems analyst,3.9,4,23992
3.5,AZ,,Business Analyst/H R,3.6,2.9,2472,3.6,Intel,Tempe,,3.9,4,1407723
3.5,AZ,line cook,Dishwasher,3.6,2.9,2473,3.6,Intel,Tempe,crew member,3.9,4,35792
3.5,AZ,,Supply Chain Engineer,3.6,2.9,2474,3.6,Intel,Tempe,,3.9,4,26432
3.5,AZ,unix technical specialist,Professional Services Consultant,3.6,2.9,2475,3.6,Intel,Tempe,senior sales commissions analyst,3.9,3,37439
3.5,AZ,,Network Architect,3.6,2.9,2476,3.6,Intel,Tempe,,3.9,3,52451
3.5,AZ,,R&amp;D Packaging Engineer,3.6,2.9,2477,3.6,Intel,Tempe,,3.9,3,240668
3.5,AZ,,Crew Member/Grill Cook,3.6,2.9,2478,3.6,Intel,Tempe,,3.9,3,264757
3.5,AZ,,Systems Programmer,3.6,2.9,2479,3.6,Intel,Tempe,,3.9,3,64767
3.5,AZ,executive assistant,Administrative Assistant,3.6,2.9,2480,3.6,Intel,Tempe,executive administrative assistant,3.9,3,15954
3.5,AZ,account manager,Packaging Engineer,3.6,2.9,2481,3.6,Intel,Tempe,logistics specialist,3.9,3,47146
3.5,MA,,Compiler Engineer,3.6,2.9,2482,3.6,Intel,Concord,,3.9,6,100769
3.5,MA,,Field Applications Engineer,3.6,2.9,2483,3.6,Intel,Concord,,3.9,4,32284
3.5,MA,,Silicon Power Architect,3.6,2.9,2484,3.6,Intel,Concord,,3.9,4,593297
3.5,MA,,Software Engineer Intern - Graduate,3.6,2.9,2485,3.6,Intel,Concord,,3.9,4,602561
3.5,MA,,GEOINT Analyst,3.6,2.9,2486,3.6,Intel,Concord,,3.9,4,281825
3.5,MA,,Business Development Representative,3.6,2.9,2487,3.6,Intel,Concord,,3.9,4,62433
3.5,MA,,Engineer,3.6,2.9,2488,3.6,Intel,Concord,,3.9,3,31261
3.5,MA,,Software Engineer,3.6,2.9,2489,3.6,Intel,Concord,,3.9,3,4279
3.5,MA,,SoC Verification Engineer,3.6,2.9,2490,3.6,Intel,Concord,,3.9,3,253639
3.5,MA,,Soc Design Engineer,3.6,2.9,2491,3.6,Intel,Concord,,3.9,2,116189
3.5,MA,,Communication Systems Engineer,3.6,2.9,2492,3.6,Intel,Concord,,3.9,1,51591
3.5,MA,contractor,Desktop Support Analyst,3.6,2.9,2493,3.6,Intel,Concord,system administrator,3.9,1,40834
3.5,MA,junior level intelligence analyst,Intelligence Analyst,3.6,2.9,2494,3.6,Intel,Concord,sigint analyst,3.9,1,9849
3.5,MA,sales coordinator,Sales Administrator,3.6,2.9,2495,3.6,Intel,Concord,administrative assistant,3.9,1,50747
3.5,MA,,Junior Java Developer,3.6,2.9,2496,3.6,Intel,Concord,senior software engineer,3.9,1,24726
3.5,MA,,Technology Assistant,3.6,2.9,2497,3.6,Intel,Concord,,3.9,1,20686
3.5,MA,,Grant and Administrative Coordinator,3.6,2.9,2498,3.6,Intel,Concord,,3.9,1,117875
3.5,MA,investment analyst,Portfolio Analyst,3.6,2.9,2499,3.6,Intel,Concord,senior analyst,3.9,1,41561
3.5,MA,,Systems Integration and Test Engineer,3.6,2.9,2500,3.6,Intel,Concord,,3.9,1,64718
3.5,MA,,HW/Software Systems Integration and Test Engineer,3.6,2.9,2501,3.6,Intel,Concord,,3.9,1,237575
3.5,CA,,Product Marketing Specialist,3.6,2.9,2502,3.6,Intel,Universal City,senior product manager,3.9,4,61633
3.5,CA,,Performance Engineer,3.6,2.9,2503,3.6,Intel,Universal City,,3.9,4,1557
3.5,CA,,Performance Engineer I,3.6,2.9,2504,3.6,Intel,Universal City,,3.9,2,778936
3.5,CA,senior qa analyst,Software Test Engineer,3.6,2.9,2505,3.6,Intel,Universal City,qa engineer,3.9,2,4447
3.5,CA,,Quality Assurance Software Testing,3.6,2.9,2506,3.6,Intel,Universal City,,3.9,1,669726
3.5,CA,product manager,Applications Engineer,3.6,2.9,2507,3.6,Intel,Universal City,senior software engineer,3.9,1,8954
3.5,CA,,Software Developers C#.net,3.6,2.9,2508,3.6,Intel,Universal City,,3.9,1,572159
3.5,CA,senior sap technical consultant,SAP Basis,3.6,2.9,2509,3.6,Intel,Universal City,sap security consultant,3.9,1,44090
3.5,CA,private tutor,Office Administrative Assistant,3.6,2.9,2510,3.6,Intel,Universal City,training specialist,3.9,1,194240
3.5,CA,,Information Security Architect,3.6,2.9,2511,3.6,Intel,Universal City,,3.9,1,29231
3.5,CA,,Technology Transfer Officer,3.6,2.9,2512,3.6,Intel,Universal City,,3.9,1,1093907
3.5,CA,,Supply Chain Specialist,3.6,2.9,2513,3.6,Intel,Universal City,,3.9,1,64372
3.5,CA,migration technician,IT Support Technician,3.6,2.9,2514,3.6,Intel,Universal City,field technician,3.9,1,10950
3.5,CA,,Business Intelligence Developer,3.6,2.9,2515,3.6,Intel,Universal City,,3.9,1,63037
3.5,CA,hardware engineer,Hardware Design Engineer,3.6,2.9,2516,3.6,Intel,Universal City,sustaining engineer,3.9,1,22371
3.5,MO,,Systems Management Specialist,3.6,2.9,2517,3.6,Intel,Columbia,,3.9,2,64744
3.5,MA,,Compiler Engineer,3.6,2.9,2518,3.6,Intel,Cambridge,,3.9,6,100769
3.5,MA,,Field Applications Engineer,3.6,2.9,2519,3.6,Intel,Cambridge,,3.9,4,32284
3.5,MA,,Silicon Power Architect,3.6,2.9,2520,3.6,Intel,Cambridge,,3.9,4,593297
3.5,MA,,Software Engineer Intern - Graduate,3.6,2.9,2521,3.6,Intel,Cambridge,,3.9,4,602561
3.5,MA,,GEOINT Analyst,3.6,2.9,2522,3.6,Intel,Cambridge,,3.9,4,281825
3.5,MA,,Business Development Representative,3.6,2.9,2523,3.6,Intel,Cambridge,,3.9,4,62433
3.5,MA,,Engineer,3.6,2.9,2524,3.6,Intel,Cambridge,,3.9,3,31261
3.5,MA,,Software Engineer,3.6,2.9,2525,3.6,Intel,Cambridge,,3.9,3,4279
3.5,MA,,SoC Verification Engineer,3.6,2.9,2526,3.6,Intel,Cambridge,,3.9,3,253639
3.5,MA,,Soc Design Engineer,3.6,2.9,2527,3.6,Intel,Cambridge,,3.9,2,116189
3.5,MA,,Communication Systems Engineer,3.6,2.9,2528,3.6,Intel,Cambridge,,3.9,1,51591
3.5,MA,contractor,Desktop Support Analyst,3.6,2.9,2529,3.6,Intel,Cambridge,system administrator,3.9,1,40834
3.5,MA,junior level intelligence analyst,Intelligence Analyst,3.6,2.9,2530,3.6,Intel,Cambridge,sigint analyst,3.9,1,9849
3.5,MA,,Junior Java Developer,3.6,2.9,2531,3.6,Intel,Cambridge,senior software engineer,3.9,1,24726
3.5,MA,sales coordinator,Sales Administrator,3.6,2.9,2532,3.6,Intel,Cambridge,administrative assistant,3.9,1,50747
3.5,MA,,Technology Assistant,3.6,2.9,2533,3.6,Intel,Cambridge,,3.9,1,20686
3.5,MA,,Grant and Administrative Coordinator,3.6,2.9,2534,3.6,Intel,Cambridge,,3.9,1,117875
3.5,MA,investment analyst,Portfolio Analyst,3.6,2.9,2535,3.6,Intel,Cambridge,senior analyst,3.9,1,41561
3.5,MA,,Systems Integration and Test Engineer,3.6,2.9,2536,3.6,Intel,Cambridge,,3.9,1,64718
3.5,MA,,HW/Software Systems Integration and Test Engineer,3.6,2.9,2537,3.6,Intel,Cambridge,,3.9,1,237575
3.5,MI,lead software engineer,Embedded Software Engineer,3.6,2.9,2538,3.6,Intel,Royal Oak,senior software engineer,3.9,2,36758
3.5,MI,account manager,Media Relations Specialist,3.6,2.9,2539,3.6,Intel,Royal Oak,account executive,3.9,2,13266
3.5,MI,lg consultant,Build Engineer,3.6,2.9,2540,3.6,Intel,Royal Oak,senior build,3.9,1,12195
3.5,MI,,Embedded Developer,3.6,2.9,2541,3.6,Intel,Royal Oak,,3.9,1,36752
3.5,GA,,Field Applications Engineer,3.6,2.9,2542,3.6,Intel,Marietta,,3.9,3,32284
3.5,GA,general manager,Outside Sales Representative,3.6,2.9,2543,3.6,Intel,Marietta,account executive,3.9,1,1040
3.5,KY,,Customer Service and Sale Reps,3.6,2.9,2544,3.6,Intel,Shelbyville,,3.9,1,3022062
3.5,KY,unix,UNIX Administrator,3.6,2.9,2545,3.6,Intel,Shelbyville,unix administrator developer,3.9,1,14428
3.5,KY,,Full Time Customer Service,3.6,2.9,2546,3.6,Intel,Shelbyville,,3.9,1,758487
3.5,KY,,Entry Level Management/Marketing/Sales (Full Time),3.6,2.9,2547,3.6,Intel,Shelbyville,,3.9,1,999559
3.5,NH,,Embedded Hardware/Software Engineer,3.6,2.9,2548,3.6,Intel,Merrimack,,3.9,2,257431
3.5,NJ,,SQL Server Database Administrator,3.6,2.9,2549,3.6,Intel,Paterson,senior software engineer,3.9,6,5230
3.5,NJ,,In-house Graphic Designer,3.6,2.9,2550,3.6,Intel,Paterson,,3.9,4,637997
3.5,NJ,,Integrated Media Supervisor,3.6,2.9,2551,3.6,Intel,Paterson,,3.9,3,762042
3.5,NJ,cashier,Direct Support Professional,3.6,2.9,2552,3.6,Intel,Paterson,dietary aide,3.9,2,40708
3.5,NJ,account manager,Media Relations Specialist,3.6,2.9,2553,3.6,Intel,Paterson,account executive,3.9,2,13266
3.5,NJ,,Capacity Planner,3.6,2.9,2554,3.6,Intel,Paterson,,3.9,2,13063
3.5,NJ,public safety officer,Armed Security Officer,3.6,2.9,2555,3.6,Intel,Paterson,security guard,3.9,2,129858
3.5,NJ,design intern,Associate Designer,3.6,2.9,2556,3.6,Intel,Paterson,freelance designer,3.9,2,3017
3.5,NJ,,All-Source Intelligence Analyst,3.6,2.9,2557,3.6,Intel,Paterson,,3.9,1,134025
3.5,NJ,,Field Applications Engineer,3.6,2.9,2558,3.6,Intel,Paterson,,3.9,1,32284
3.5,NJ,law clerk,Intern,3.6,2.9,2559,3.6,Intel,Paterson,volunteer,3.9,1,10446
3.5,NJ,project manager,Technical Support Analyst,3.6,2.9,2560,3.6,Intel,Paterson,consultant,3.9,1,20969
3.5,NJ,,Technical Account Coordinator,3.6,2.9,2561,3.6,Intel,Paterson,,3.9,1,20405
3.5,NJ,,Regional Solutions Architect,3.6,2.9,2562,3.6,Intel,Paterson,,3.9,1,570009
3.5,NJ,,IT Business Intelligence Analyst,3.6,2.9,2563,3.6,Intel,Paterson,,3.9,1,1032585
3.5,NJ,,V P of Sales,3.6,2.9,2564,3.6,Intel,Paterson,,3.9,1,727616
3.5,NJ,,Tableau Developer,3.6,2.9,2565,3.6,Intel,Paterson,,3.9,1,435482
3.5,NJ,,Unix Systems &amp; Storage Administrator,3.6,2.9,2566,3.6,Intel,Paterson,,3.9,1,436151
3.5,NJ,,Corporate Analyst,3.6,2.9,2567,3.6,Intel,Paterson,,3.9,1,45203
3.5,CA,,Product Marketing Specialist,3.6,2.9,2568,3.6,Intel,Camarillo,senior product manager,3.9,4,61633
3.5,CA,,Performance Engineer,3.6,2.9,2569,3.6,Intel,Camarillo,,3.9,4,1557
3.5,CA,,Performance Engineer I,3.6,2.9,2570,3.6,Intel,Camarillo,,3.9,2,778936
3.5,CA,senior qa analyst,Software Test Engineer,3.6,2.9,2571,3.6,Intel,Camarillo,qa engineer,3.9,2,4447
3.5,CA,,Quality Assurance Software Testing,3.6,2.9,2572,3.6,Intel,Camarillo,,3.9,1,669726
3.5,CA,product manager,Applications Engineer,3.6,2.9,2573,3.6,Intel,Camarillo,senior software engineer,3.9,1,8954
3.5,CA,,Software Developers C#.net,3.6,2.9,2574,3.6,Intel,Camarillo,,3.9,1,572159
3.5,CA,senior sap technical consultant,SAP Basis,3.6,2.9,2575,3.6,Intel,Camarillo,sap security consultant,3.9,1,44090
3.5,CA,private tutor,Office Administrative Assistant,3.6,2.9,2576,3.6,Intel,Camarillo,training specialist,3.9,1,194240
3.5,CA,,Information Security Architect,3.6,2.9,2577,3.6,Intel,Camarillo,,3.9,1,29231
3.5,CA,,Technology Transfer Officer,3.6,2.9,2578,3.6,Intel,Camarillo,,3.9,1,1093907
3.5,CA,,Supply Chain Specialist,3.6,2.9,2579,3.6,Intel,Camarillo,,3.9,1,64372
3.5,CA,,Business Intelligence Developer,3.6,2.9,2580,3.6,Intel,Camarillo,,3.9,1,63037
3.5,CA,migration technician,IT Support Technician,3.6,2.9,2581,3.6,Intel,Camarillo,field technician,3.9,1,10950
3.5,CA,hardware engineer,Hardware Design Engineer,3.6,2.9,2582,3.6,Intel,Camarillo,sustaining engineer,3.9,1,22371
3.5,GA,,Field Applications Engineer,3.6,2.9,2583,3.6,Intel,Kennesaw,,3.9,3,32284
3.5,GA,general manager,Outside Sales Representative,3.6,2.9,2584,3.6,Intel,Kennesaw,account executive,3.9,1,1040
3.5,OH,,Work-from-home Customer Service Associate,3.6,2.9,2585,3.6,Intel,Wintersville,,3.9,2,1493240
3.5,GA,,Field Applications Engineer,3.6,2.9,2586,3.6,Intel,Duluth,,3.9,3,32284
3.5,GA,general manager,Outside Sales Representative,3.6,2.9,2587,3.6,Intel,Duluth,account executive,3.9,1,1040
3.5,FL,,Collections Operator,3.6,2.9,2588,3.6,Intel,Saint Petersburg,,3.9,1,1296507
3.5,FL,,Unix/Linux Systems Administrator,3.6,2.9,2589,3.6,Intel,Saint Petersburg,,3.9,1,268944
3.5,MI,lead software engineer,Embedded Software Engineer,3.6,2.9,2590,3.6,Intel,Dearborn,senior software engineer,3.9,2,36758
3.5,MI,account manager,Media Relations Specialist,3.6,2.9,2591,3.6,Intel,Dearborn,account executive,3.9,2,13266
3.5,MI,lg consultant,Build Engineer,3.6,2.9,2592,3.6,Intel,Dearborn,senior build,3.9,1,12195
3.5,MI,,Embedded Developer,3.6,2.9,2593,3.6,Intel,Dearborn,,3.9,1,36752
3.5,CA,,Big Data Solution Architect,3.6,2.9,2594,3.6,Intel,Bakersfield,,3.9,1,969194
3.5,VA,hr generalist,Recruiting Coordinator,3.6,2.9,2595,3.6,Intel,Mc Lean,hr specialist,3.9,13,32701
3.5,VA,,Business Intelligence Analyst/Developer,3.6,2.9,2596,3.6,Intel,Mc Lean,,3.9,7,80915
3.5,VA,,Intel Analyst,3.6,2.9,2597,3.6,Intel,Mc Lean,,3.9,7,9832
3.5,VA,,Network Engineer,3.6,2.9,2598,3.6,Intel,Mc Lean,it manager,3.9,7,52481
3.5,VA,purchasing manager,Subcontract Administrator,3.6,2.9,2599,3.6,Intel,Mc Lean,senior buyer,3.9,6,25833
3.5,VA,,Sales Engineer,3.6,2.9,2600,3.6,Intel,Mc Lean,,3.9,5,28437
3.5,VA,senior recruiter,Technical Recruiter,3.6,2.9,2601,3.6,Intel,Mc Lean,contractor,3.9,5,58294
3.5,VA,,All Source Intel Analyst,3.6,2.9,2602,3.6,Intel,Mc Lean,,3.9,5,632008
3.5,VA,,Cyber Intel Analyst,3.6,2.9,2603,3.6,Intel,Mc Lean,,3.9,4,199465
3.5,VA,database systems programmer,Applications Developer,3.6,2.9,2604,3.6,Intel,Mc Lean,senior systems analyst,3.9,4,23992
3.5,VA,systems administrator,Database Specialist,3.6,2.9,2605,3.6,Intel,Mc Lean,business analyst,3.9,4,39964
3.5,VA,lead software engineer,Embedded Software Engineer,3.6,2.9,2606,3.6,Intel,Mc Lean,senior software engineer,3.9,4,36758
3.5,VA,account executive,Corporate Recruiter,3.6,2.9,2607,3.6,Intel,Mc Lean,executive assistant,3.9,3,794
3.5,VA,,Cyber Systems Engineer,3.6,2.9,2608,3.6,Intel,Mc Lean,,3.9,3,278951
3.5,VA,,Python Developer,3.6,2.9,2609,3.6,Intel,Mc Lean,,3.9,2,55458
3.5,VA,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,2610,3.6,Intel,Mc Lean,systems analyst,3.9,2,16548
3.5,VA,,Sr Sales Engineer,3.6,2.9,2611,3.6,Intel,Mc Lean,,3.9,2,714239
3.5,VA,,Systems Engineer,3.6,2.9,2612,3.6,Intel,Mc Lean,senior software engineer,3.9,2,26561
3.5,VA,,Junior Financial Accountant,3.6,2.9,2613,3.6,Intel,Mc Lean,,3.9,1,414712
3.5,VA,,Multimedia Digital Artist,3.6,2.9,2614,3.6,Intel,Mc Lean,,3.9,1,258923
3.5,VA,,Cyber Security Threat Intelligence Analyst,3.6,2.9,2615,3.6,Intel,Mc Lean,,3.9,1,736254
3.5,VA,,Information Security Intern,3.6,2.9,2616,3.6,Intel,Mc Lean,,3.9,1,245540
3.5,VA,,Cyber Analyst,3.6,2.9,2617,3.6,Intel,Mc Lean,,3.9,1,154009
3.5,VA,driver,Janitor,3.6,2.9,2618,3.6,Intel,Mc Lean,volunteer,3.9,1,3550
3.5,VA,,Arabic Linguist,3.6,2.9,2619,3.6,Intel,Mc Lean,project engineer,3.9,1,9067
3.5,VA,lead technician,Data Center Technician,3.6,2.9,2620,3.6,Intel,Mc Lean,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,2621,3.6,Intel,Mc Lean,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,2622,3.6,Intel,Mc Lean,,3.9,1,88763
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,2623,3.6,Intel,Mc Lean,intelligence operations analyst,3.9,1,160712
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,2624,3.6,Intel,Mc Lean,certified legal intern,3.9,1,26141
3.5,VA,technical writer,Proposal Writer,3.6,2.9,2625,3.6,Intel,Mc Lean,independent consultant,3.9,1,55303
3.5,VA,hr generalist,Recruiting Coordinator,3.6,2.9,2626,3.6,Intel,Quantico,hr specialist,3.9,13,32701
3.5,VA,,Business Intelligence Analyst/Developer,3.6,2.9,2627,3.6,Intel,Quantico,,3.9,7,80915
3.5,VA,,Intel Analyst,3.6,2.9,2628,3.6,Intel,Quantico,,3.9,7,9832
3.5,VA,,Network Engineer,3.6,2.9,2629,3.6,Intel,Quantico,it manager,3.9,7,52481
3.5,VA,purchasing manager,Subcontract Administrator,3.6,2.9,2630,3.6,Intel,Quantico,senior buyer,3.9,6,25833
3.5,VA,,Sales Engineer,3.6,2.9,2631,3.6,Intel,Quantico,,3.9,5,28437
3.5,VA,senior recruiter,Technical Recruiter,3.6,2.9,2632,3.6,Intel,Quantico,contractor,3.9,5,58294
3.5,VA,,All Source Intel Analyst,3.6,2.9,2633,3.6,Intel,Quantico,,3.9,5,632008
3.5,VA,,Cyber Intel Analyst,3.6,2.9,2634,3.6,Intel,Quantico,,3.9,4,199465
3.5,VA,database systems programmer,Applications Developer,3.6,2.9,2635,3.6,Intel,Quantico,senior systems analyst,3.9,4,23992
3.5,VA,systems administrator,Database Specialist,3.6,2.9,2636,3.6,Intel,Quantico,business analyst,3.9,4,39964
3.5,VA,lead software engineer,Embedded Software Engineer,3.6,2.9,2637,3.6,Intel,Quantico,senior software engineer,3.9,4,36758
3.5,VA,account executive,Corporate Recruiter,3.6,2.9,2638,3.6,Intel,Quantico,executive assistant,3.9,3,794
3.5,VA,,Cyber Systems Engineer,3.6,2.9,2639,3.6,Intel,Quantico,,3.9,3,278951
3.5,VA,,Python Developer,3.6,2.9,2640,3.6,Intel,Quantico,,3.9,2,55458
3.5,VA,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,2641,3.6,Intel,Quantico,systems analyst,3.9,2,16548
3.5,VA,,Sr Sales Engineer,3.6,2.9,2642,3.6,Intel,Quantico,,3.9,2,714239
3.5,VA,,Systems Engineer,3.6,2.9,2643,3.6,Intel,Quantico,senior software engineer,3.9,2,26561
3.5,VA,,Junior Financial Accountant,3.6,2.9,2644,3.6,Intel,Quantico,,3.9,1,414712
3.5,VA,,Multimedia Digital Artist,3.6,2.9,2645,3.6,Intel,Quantico,,3.9,1,258923
3.5,VA,,Cyber Security Threat Intelligence Analyst,3.6,2.9,2646,3.6,Intel,Quantico,,3.9,1,736254
3.5,VA,,Information Security Intern,3.6,2.9,2647,3.6,Intel,Quantico,,3.9,1,245540
3.5,VA,,Cyber Analyst,3.6,2.9,2648,3.6,Intel,Quantico,,3.9,1,154009
3.5,VA,driver,Janitor,3.6,2.9,2649,3.6,Intel,Quantico,volunteer,3.9,1,3550
3.5,VA,,Arabic Linguist,3.6,2.9,2650,3.6,Intel,Quantico,project engineer,3.9,1,9067
3.5,VA,lead technician,Data Center Technician,3.6,2.9,2651,3.6,Intel,Quantico,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,2652,3.6,Intel,Quantico,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,2653,3.6,Intel,Quantico,,3.9,1,88763
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,2654,3.6,Intel,Quantico,certified legal intern,3.9,1,26141
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,2655,3.6,Intel,Quantico,intelligence operations analyst,3.9,1,160712
3.5,VA,technical writer,Proposal Writer,3.6,2.9,2656,3.6,Intel,Quantico,independent consultant,3.9,1,55303
3.5,FL,,Security Analyst I,3.6,2.9,2657,3.6,Intel,Winter Garden,,3.9,2,182433
3.5,FL,,Security Analyst,3.6,2.9,2658,3.6,Intel,Winter Garden,security engineer,3.9,1,44304
3.5,VA,hr generalist,Recruiting Coordinator,3.6,2.9,2659,3.6,Intel,Sterling,hr specialist,3.9,13,32701
3.5,VA,,Business Intelligence Analyst/Developer,3.6,2.9,2660,3.6,Intel,Sterling,,3.9,7,80915
3.5,VA,,Intel Analyst,3.6,2.9,2661,3.6,Intel,Sterling,,3.9,7,9832
3.5,VA,,Network Engineer,3.6,2.9,2662,3.6,Intel,Sterling,it manager,3.9,7,52481
3.5,VA,purchasing manager,Subcontract Administrator,3.6,2.9,2663,3.6,Intel,Sterling,senior buyer,3.9,6,25833
3.5,VA,,Sales Engineer,3.6,2.9,2664,3.6,Intel,Sterling,,3.9,5,28437
3.5,VA,senior recruiter,Technical Recruiter,3.6,2.9,2665,3.6,Intel,Sterling,contractor,3.9,5,58294
3.5,VA,,All Source Intel Analyst,3.6,2.9,2666,3.6,Intel,Sterling,,3.9,5,632008
3.5,VA,,Cyber Intel Analyst,3.6,2.9,2667,3.6,Intel,Sterling,,3.9,4,199465
3.5,VA,database systems programmer,Applications Developer,3.6,2.9,2668,3.6,Intel,Sterling,senior systems analyst,3.9,4,23992
3.5,VA,systems administrator,Database Specialist,3.6,2.9,2669,3.6,Intel,Sterling,business analyst,3.9,4,39964
3.5,VA,lead software engineer,Embedded Software Engineer,3.6,2.9,2670,3.6,Intel,Sterling,senior software engineer,3.9,4,36758
3.5,VA,account executive,Corporate Recruiter,3.6,2.9,2671,3.6,Intel,Sterling,executive assistant,3.9,3,794
3.5,VA,,Cyber Systems Engineer,3.6,2.9,2672,3.6,Intel,Sterling,,3.9,3,278951
3.5,VA,,Python Developer,3.6,2.9,2673,3.6,Intel,Sterling,,3.9,2,55458
3.5,VA,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,2674,3.6,Intel,Sterling,systems analyst,3.9,2,16548
3.5,VA,,Sr Sales Engineer,3.6,2.9,2675,3.6,Intel,Sterling,,3.9,2,714239
3.5,VA,,Systems Engineer,3.6,2.9,2676,3.6,Intel,Sterling,senior software engineer,3.9,2,26561
3.5,VA,,Junior Financial Accountant,3.6,2.9,2677,3.6,Intel,Sterling,,3.9,1,414712
3.5,VA,,Multimedia Digital Artist,3.6,2.9,2678,3.6,Intel,Sterling,,3.9,1,258923
3.5,VA,,Cyber Security Threat Intelligence Analyst,3.6,2.9,2679,3.6,Intel,Sterling,,3.9,1,736254
3.5,VA,,Information Security Intern,3.6,2.9,2680,3.6,Intel,Sterling,,3.9,1,245540
3.5,VA,,Cyber Analyst,3.6,2.9,2681,3.6,Intel,Sterling,,3.9,1,154009
3.5,VA,driver,Janitor,3.6,2.9,2682,3.6,Intel,Sterling,volunteer,3.9,1,3550
3.5,VA,,Arabic Linguist,3.6,2.9,2683,3.6,Intel,Sterling,project engineer,3.9,1,9067
3.5,VA,lead technician,Data Center Technician,3.6,2.9,2684,3.6,Intel,Sterling,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,2685,3.6,Intel,Sterling,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,2686,3.6,Intel,Sterling,,3.9,1,88763
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,2687,3.6,Intel,Sterling,certified legal intern,3.9,1,26141
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,2688,3.6,Intel,Sterling,intelligence operations analyst,3.9,1,160712
3.5,VA,technical writer,Proposal Writer,3.6,2.9,2689,3.6,Intel,Sterling,independent consultant,3.9,1,55303
3.5,MI,lead software engineer,Embedded Software Engineer,3.6,2.9,2690,3.6,Intel,Bingham Farms,senior software engineer,3.9,2,36758
3.5,MI,account manager,Media Relations Specialist,3.6,2.9,2691,3.6,Intel,Bingham Farms,account executive,3.9,2,13266
3.5,MI,lg consultant,Build Engineer,3.6,2.9,2692,3.6,Intel,Bingham Farms,senior build,3.9,1,12195
3.5,MI,,Embedded Developer,3.6,2.9,2693,3.6,Intel,Bingham Farms,,3.9,1,36752
3.5,FL,software developer,Devops Engineer,3.6,2.9,2694,3.6,Intel,West Palm Beach,it specialist,3.9,2,244632
